Transaction_ID,Date,Branch,Product_Category,Product_Name,Unit_Price,Quantity_Sold,Revenue,Cost,Profit,Customer_Gender,Customer_Age_Group,Payment_Method
TXN10133,2023-11-20,Ikorodu,Fresh Produce,Plantain (bunch),1730,2,3460,2559,901.0,,18-25,POS/Card
TXN14680,2023-05-09,Enugu,Beverages,Bournvita (500g),1650,1,1650,1172,478.0,Female,26-35,POS/Card
TXN16867,2023-12-14,Surulere,Personal Care,Dettol Soap (6 pack),1810,1,1810,1228,582.0,Male,46-55,POS/Card
TXN10567,2023-11-08,Kano,Frozen & Dairy,Sausage Roll (5 pack),4650,1,4650,3732,918.0,Male,18-25,Mobile Money (OPay/Palmpay)
TXN14635,2023-03-22,Abuja-Wuse,Beverages,Peak Milk (400g),1640,4,6560,4968,1592.0,Male,18-25,POS/Card
TXN11665,2024-06-15,Surulere,Household & Cleaning,Bucket (15L),4090,1,4090,2981,1109.0,Female,36-45,POS/Card
TXN12732,2023-11-24,Kano,Household & Cleaning,Ariel Detergent (2kg),4030,3,12090,8464,3626.0,Male,36-45,Cash
TXN16748,2023-12-15,Lekki,Frozen & Dairy,Frozen Chicken (1kg),7020,1,7020,5368,1652.0,Male,36-45,Cash
TXN17328,2023-08-22,Abuja-Wuse,Baby Products,Teething Ring,18000,10,180000,131396,48604.0,Male,26-35,POS/Card
TXN11999,2023-06-13,Lagos-Island,Personal Care,Dark & Lovely Cream,12520,1,12520,8911,3609.0,Male,18-25,POS/Card
TXN13279,2024-03-02,Abuja-Garki,Household & Cleaning,Safi Bleach (1L),7990,5,39950,29541,10409.0,Female,26-35,POS/Card
TXN15993,2024-03-19,Owerri,Grains & Staples,Oat Meal (1kg),5720,1,5720,4321,1399.0,Female,46-55,POS/Card
TXN17029,2023-01-05,Ikorodu,Household & Cleaning,Bucket (15L),3060,3,9180,6862,2318.0,Male,26-35,Cash
TXN12153,2023-10-24,Owerri,Baby Products,Cow & Gate Formula (400g),2240,5,11200,8250,2950.0,Female,36-45,Transfer
TXN12521,2023-06-15,Surulere,Household & Cleaning,Air Freshener (Glade),1910,2,3820,2795,1025.0,Female,26-35,Transfer
TXN14692,2024-04-30,Ikeja,Personal Care,Dove Soap (6 pack),7940,5,39700,25039,14661.0,Female,36-45,POS/Card
TXN12762,2024-01-11,Ibadan,Frozen & Dairy,Prawn (500g),1230,1,1230,942,288.0,Female,26-35,Mobile Money (OPay/Palmpay)
TXN10772,2023-07-16,Lagos-Island,Baby Products,Cerelac (500g),17350,3,52050,36880,15170.0,Female,36-45,Cash
TXN14943,2023-01-28,Lagos-Island,Personal Care,Dettol Soap (6 pack),6270,1,6270,4127,2143.0,Male,26-35,POS/Card
TXN10468,2023-03-15,Lagos-Island,Personal Care,Colgate Toothpaste (150g),5190,6,31140,21953,9187.0,Male,18-25,Mobile Money (OPay/Palmpay)
TXN11065,2024-01-12,Port Harcourt,Beverages,Lucozade Boost,4320,6,25920,20119,5801.0,Male,18-25,POS/Card
TXN15413,2024-01-07,Enugu,Fresh Produce,Carrot (500g),610,12,7320,5008,2312.0,Male,36-45,Mobile Money (OPay/Palmpay)
TXN14918,2023-07-20,Lagos-Island,Grains & Staples,Cornflakes (500g),8160,2,16320,13384,2936.0,Female,18-25,Cash
TXN17323,2023-05-15,Lekki,Fresh Produce,Onions (1kg),1360,1,1360,1006,354.0,Female,18-25,Transfer
TXN14797,2023-10-03,Enugu,Grains & Staples,Garri (5kg),7460,1,7460,5739,1721.0,Female,26-35,Cash
TXN12840,2024-06-09,Ibadan,Household & Cleaning,Dustbin (medium),1170,2,2340,1707,633.0,Male,55+,Cash
TXN15647,2023-01-10,Owerri,Household & Cleaning,Toilet Roll (12 pack),1180,6,7080,4630,2450.0,Male,46-55,Transfer
TXN15872,2024-01-29,Lagos-Island,Grains & Staples,Indomie Noodles (40 pack),10770,5,53850,41098,12752.0,Male,46-55,POS/Card
TXN12662,2023-04-03,Lekki,Beverages,Chi Exotic Juice (1L),4380,1,4380,3305,1075.0,Female,,Cash
TXN15999,2023-07-05,Abuja-Garki,Grains & Staples,Indomie Noodles (40 pack),4520,3,13560,10677,2883.0,Female,55+,Cash
TXN10941,2024-06-29,Ibadan,Household & Cleaning,Toilet Roll (12 pack),3280,1,3280,2226,1054.0,Female,46-55,Transfer
TXN16954,2023-10-23,Lekki,Fresh Produce,Cucumber (3 pack),1220,5,6100,4507,1593.0,,36-45,POS/Card
TXN12520,2024-02-23,Ikorodu,Baby Products,Baby Shampoo,8130,2,16260,11439,4821.0,Male,26-35,POS/Card
TXN17447,2023-06-30,Lagos-Island,Snacks & Confectionery,Coconut Chips,5710,1,5710,3849,1861.0,Male,26-35,Mobile Money (OPay/Palmpay)
TXN14697,2023-02-04,Kano,Baby Products,Enfamil Follow-On,4010,1,4010,2765,1245.0,Female,36-45,Cash
TXN12432,2023-08-17,Port Harcourt,Beverages,Chi Exotic Juice (1L),1010,1,1010,717,293.0,Male,26-35,POS/Card
TXN14589,2023-03-15,Owerri,Frozen & Dairy,Lactose Cheese Slice,9700,1,9700,8215,1485.0,Female,26-35,Transfer
TXN14367,2024-02-22,Port Harcourt,Fresh Produce,Cucumber (3 pack),3750,1,3750,2559,1191.0,Female,36-45,Transfer
TXN16141,2023-11-25,Ikeja,Household & Cleaning,Dustbin (medium),2620,4,10480,7764,2716.0,Female,36-45,Cash
TXN14032,2023-04-25,Abuja-Wuse,Household & Cleaning,Dustbin (medium),2630,1,2630,1802,828.0,Female,36-45,Transfer
TXN12634,2023-10-12,Ikeja,Beverages,Coca-Cola (35cl x 12),6480,1,6480,4919,1561.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN13396,2024-04-23,Abuja-Wuse,Frozen & Dairy,Butter (250g),1710,4,6840,5141,1699.0,Female,18-25,POS/Card
TXN11309,2023-08-15,Lekki,Frozen & Dairy,Mackerel Fish (1kg),6350,2,12700,10070,2630.0,Female,18-25,POS/Card
TXN10763,2024-01-25,Kano,Baby Products,Baby Oil (Johnson 300ml),9420,5,47100,34942,12158.0,Male,26-35,Cash
TXN11062,2023-03-24,Kano,Snacks & Confectionery,Shortbread Cookies,1110,1,1110,772,338.0,Male,36-45,POS/Card
TXN14871,2024-05-27,Abuja-Wuse,Baby Products,Cow & Gate Formula (400g),14100,3,42300,29035,13265.0,Female,36-45,Cash
TXN14328,2023-03-21,Abuja-Garki,Personal Care,Nivea Deodorant,5950,4,23800,15403,8397.0,Female,36-45,POS/Card
TXN17136,2024-06-06,Lagos-Island,Baby Products,Cerelac (500g),14020,2,28040,19225,8815.0,Male,26-35,POS/Card
TXN12739,2024-05-19,Abuja-Garki,Personal Care,Oral-B Toothbrush,5520,2,11040,7120,3920.0,Female,26-35,Transfer
TXN10019,2023-05-16,Ibadan,Frozen & Dairy,Sausage Roll (5 pack),9580,2,19160,14783,4377.0,Female,26-35,Cash
TXN16362,2024-03-17,Ibadan,Beverages,Peak Milk (400g),4000,1,4000,2951,1049.0,Female,18-25,Cash
TXN12141,2023-02-28,Lekki,Household & Cleaning,Morning Fresh Dishwash,7560,2,15120,9968,5152.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN10103,2023-09-26,Owerri,Personal Care,ORS Hair Relaxer,2280,3,6840,4671,2169.0,Female,46-55,POS/Card
TXN11329,2024-01-08,Lagos-Island,Baby Products,Baby Rash Cream,11050,2,22100,16339,5761.0,Male,26-35,POS/Card
TXN16933,2024-04-11,Port Harcourt,Beverages,Malt Drink (33cl x 24),6610,1,6610,5137,1473.0,Male,26-35,Mobile Money (OPay/Palmpay)
TXN16082,2023-10-10,Port Harcourt,Frozen & Dairy,Lactose Cheese Slice,8060,5,40300,33762,6538.0,Female,46-55,Cash
TXN13166,2023-02-03,Lekki,Frozen & Dairy,Frozen Chicken (1kg),10590,2,21180,16245,-1480.0,Female,26-35,POS/Card
TXN12387,2024-04-17,Enugu,Fresh Produce,Ugu Leaves,350,2,700,524,176.0,Male,18-25,Transfer
TXN12691,2023-04-01,Ikeja,Baby Products,Baby Oil (Johnson 300ml),12200,2,24400,16538,7862.0,Female,26-35,Transfer
TXN17036,2023-12-06,Ikeja,Household & Cleaning,Bucket (15L),6590,2,13180,9743,3437.0,Female,26-35,POS/Card
TXN13669,2023-03-15,Surulere,Grains & Staples,Cornflakes (500g),3240,2,6480,5257,1223.0,Male,46-55,Mobile Money (OPay/Palmpay)
TXN11752,2023-08-04,Lagos-Island,Snacks & Confectionery,Chivita Fruit Drink,1070,2,2140,1365,775.0,Female,46-55,Cash
TXN15238,2023-03-01,Lekki,Personal Care,Dettol Soap (6 pack),8560,12,102720,73808,28912.0,Female,36-45,POS/Card
TXN10709,2024-01-12,Ikeja,Household & Cleaning,Mopping Stick,4770,5,23850,16751,7099.0,Female,26-35,Transfer
TXN16100,2023-02-16,Port Harcourt,Fresh Produce,Pawpaw,1650,1,1650,1167,483.0,,26-35,POS/Card
TXN13312,2023-10-13,Owerri,Fresh Produce,Ugu Leaves,2340,1,2340,1708,632.0,Female,,POS/Card
TXN13160,2023-08-16,Enugu,Snacks & Confectionery,Coconut Chips,3190,2,6380,4414,1966.0,Female,36-45,Cash
TXN12264,2023-01-05,Lekki,Fresh Produce,Ugu Leaves,4310,3,12930,8726,4204.0,Female,46-55,POS/Card
TXN17197,2024-05-15,Lagos-Island,Beverages,Ribena (250ml),550,2,1100,841,259.0,Male,36-45,POS/Card
TXN15738,2024-06-14,Lekki,Snacks & Confectionery,Peanut Butter (340g),5790,1,5790,3868,1922.0,Male,46-55,POS/Card
TXN14099,2023-10-29,Ikeja,Fresh Produce,Cucumber (3 pack),3670,5,18350,12690,5660.0,Female,46-55,Mobile Money (OPay/Palmpay)
TXN13677,2023-10-24,Enugu,Grains & Staples,Cornflakes (500g),4190,1,4190,3451,739.0,Female,46-55,Transfer
TXN15044,2024-05-03,Ibadan,Frozen & Dairy,Mackerel Fish (1kg),8240,1,8240,6403,1837.0,Male,55+,Cash
TXN12822,2024-05-30,Lekki,Personal Care,ORS Hair Relaxer,8280,1,8280,5267,3013.0,,26-35,Transfer
TXN17103,2024-05-14,Ikeja,Beverages,Ribena (250ml),4930,2,9860,7553,2307.0,Female,26-35,POS/Card
TXN16369,2024-06-09,Enugu,Snacks & Confectionery,Peanut Butter (340g),1980,1,1980,1260,720.0,Male,55+,Cash
TXN14803,2024-01-25,Ikeja,Grains & Staples,Golden Penny Flour (5kg),7730,1,7730,6071,1659.0,Male,26-35,Cash
TXN14502,2023-10-03,Ibadan,Household & Cleaning,Morning Fresh Dishwash,4940,1,4940,3404,1536.0,Female,46-55,Mobile Money (OPay/Palmpay)
TXN16846,2023-08-06,Port Harcourt,Grains & Staples,Cornflakes (500g),9280,8,74240,54667,19573.0,Female,36-45,Transfer
TXN16157,2023-12-02,Lekki,Beverages,Bournvita (500g),6300,2,12600,9140,3460.0,Female,46-55,POS/Card
TXN16609,2023-07-17,Ibadan,Snacks & Confectionery,Pringles (165g),1290,3,3870,2690,1180.0,Male,26-35,Cash
TXN14912,2024-05-09,Surulere,Beverages,Hollandia Yogurt (1L),750,8,6000,4769,1231.0,Female,26-35,POS/Card
TXN10600,2024-01-08,Ikeja,Grains & Staples,Oat Meal (1kg),2940,1,2940,2203,737.0,Female,18-25,Transfer
TXN13494,2023-10-03,Ikeja,Fresh Produce,Ugu Leaves,3340,2,6680,4707,1973.0,Male,36-45,POS/Card
TXN10025,2024-05-29,Kano,Snacks & Confectionery,Peanut Butter (340g),1310,1,1310,850,460.0,Female,18-25,Cash
TXN13807,2023-12-09,Abuja-Wuse,Beverages,Peak Milk (400g),5780,3,17340,12288,5052.0,Female,36-45,POS/Card
TXN15548,2024-05-04,Lekki,Snacks & Confectionery,Peanut Butter (340g),640,3,1920,1336,584.0,Male,36-45,Transfer
TXN16461,2024-04-28,Ikorodu,Fresh Produce,Cucumber (3 pack),2350,1,2350,1791,559.0,Female,36-45,POS/Card
TXN14445,2023-09-11,Ikeja,Fresh Produce,Ugu Leaves,400,3,1200,915,285.0,Male,36-45,POS/Card
TXN11321,2023-11-22,Lekki,Fresh Produce,Plantain (bunch),2770,2,5540,4256,1284.0,,36-45,POS/Card
TXN13474,2024-06-18,Owerri,Personal Care,Nivea Deodorant,5880,1,5880,3942,1938.0,Female,26-35,POS/Card
TXN11007,2023-03-18,Ikorodu,Grains & Staples,Cornflakes (500g),5450,4,21800,17506,4294.0,Male,,Cash
TXN12618,2023-03-14,Ikeja,Fresh Produce,Ugu Leaves,1840,2,3680,2607,1073.0,Male,36-45,Mobile Money (OPay/Palmpay)
TXN14393,2023-02-23,Lekki,Beverages,Bournvita (500g),5070,2,10140,7622,2518.0,Male,36-45,POS/Card
TXN14868,2023-10-16,Ikeja,Grains & Staples,Oat Meal (1kg),8850,5,44250,32754,11496.0,Male,26-35,Transfer
TXN14349,2023-02-18,Ibadan,Snacks & Confectionery,Cadbury Chocolate,730,2,1460,931,529.0,Female,36-45,Cash
TXN14825,2024-04-02,Abuja-Wuse,Personal Care,Oral-B Toothbrush,7280,6,43680,31514,12166.0,Female,36-45,POS/Card
TXN11849,2023-05-20,Ikorodu,Grains & Staples,Cornflakes (500g),1150,1,1150,910,240.0,Female,26-35,Mobile Money (OPay/Palmpay)
TXN15383,2024-06-18,Abuja-Wuse,Baby Products,Baby Shampoo,9350,2,18700,13340,5360.0,Female,36-45,POS/Card
TXN10246,2024-02-15,Ibadan,Household & Cleaning,Air Freshener (Glade),4460,1,4460,2913,1547.0,Female,46-55,POS/Card
TXN16522,2024-03-05,Lagos-Island,Beverages,Coca-Cola (35cl x 12),9140,2,18280,14263,4017.0,Female,26-35,POS/Card
TXN12666,2024-03-04,Ikorodu,Frozen & Dairy,Prawn (500g),1940,1,1940,1465,475.0,Female,46-55,Cash
TXN10980,2024-04-20,Lekki,Household & Cleaning,Air Freshener (Glade),790,8,6320,4246,2074.0,Female,26-35,Transfer
TXN16964,2023-09-08,Ikorodu,Baby Products,Baby Rash Cream,3470,2,6940,4670,2270.0,Male,36-45,Cash
TXN11214,2023-11-04,Kano,Household & Cleaning,Bucket (15L),3420,5,17100,12634,4466.0,Female,46-55,Cash
TXN15183,2023-05-07,Kano,Snacks & Confectionery,Coconut Chips,2230,2,4460,2757,1703.0,Female,26-35,Cash
TXN15920,2023-07-06,Abuja-Garki,Fresh Produce,Pepper (mixed 500g),940,2,1880,1423,457.0,Male,36-45,POS/Card
TXN14012,2023-09-05,Abuja-Garki,Fresh Produce,Watermelon,2010,1,2010,1350,660.0,Female,26-35,Cash
TXN15056,2024-05-17,Port Harcourt,Beverages,Malt Drink (33cl x 24),6120,8,48960,38208,10752.0,Male,26-35,Transfer
TXN13631,2023-05-14,Surulere,Snacks & Confectionery,Chivita Fruit Drink,2650,1,2650,1763,887.0,Female,36-45,POS/Card
TXN14297,2023-04-16,Port Harcourt,Fresh Produce,Onions (1kg),1340,1,1340,1026,314.0,Female,46-55,POS/Card
TXN11372,2024-04-21,Ikeja,Frozen & Dairy,Catfish Fillet (500g),9800,3,29400,23358,6042.0,Female,46-55,Cash
TXN12414,2024-01-11,Abuja-Garki,Fresh Produce,Cucumber (3 pack),420,2,840,591,249.0,Male,46-55,Transfer
TXN16290,2023-05-10,Owerri,Household & Cleaning,Morning Fresh Dishwash,1240,4,4960,3348,1612.0,Female,36-45,Transfer
TXN17055,2023-01-09,Abuja-Garki,Snacks & Confectionery,Peanut Butter (340g),4040,3,12120,8367,3753.0,Female,26-35,Transfer
TXN15325,2024-04-07,Lagos-Island,Personal Care,ORS Hair Relaxer,2650,3,7950,5207,2743.0,Male,18-25,Transfer
TXN13891,2024-05-13,Lagos-Island,Personal Care,Nivea Deodorant,6550,2,13100,9459,3641.0,Male,26-35,Transfer
TXN12590,2023-06-10,Lekki,Beverages,Malt Drink (33cl x 24),6440,1,6440,5096,1344.0,Male,36-45,Transfer
TXN10938,2023-03-20,Surulere,Frozen & Dairy,Catfish Fillet (500g),11940,1,11940,9973,1967.0,Female,46-55,Mobile Money (OPay/Palmpay)
TXN11949,2023-03-27,Port Harcourt,Household & Cleaning,Omo Washing Powder (1kg),6240,10,62400,41103,21297.0,Female,46-55,Cash
TXN14827,2024-05-21,Ikorodu,Grains & Staples,Garri (5kg),530,8,4240,3362,878.0,Female,36-45,POS/Card
TXN15310,2023-07-08,Surulere,Beverages,Malt Drink (33cl x 24),6400,1,6400,4483,1917.0,Female,26-35,Cash
TXN16548,2024-06-07,Ibadan,Fresh Produce,Cucumber (3 pack),1170,2,2340,1801,539.0,Female,26-35,POS/Card
TXN13900,2023-09-17,Lagos-Island,Baby Products,Cow & Gate Formula (400g),18010,3,54030,39494,14536.0,Female,26-35,POS/Card
TXN16519,2024-02-24,Owerri,Beverages,Malt Drink (33cl x 24),3970,12,47640,36395,11245.0,Female,18-25,Transfer
TXN11788,2023-04-29,Port Harcourt,Beverages,Malt Drink (33cl x 24),6010,4,24040,17995,6045.0,Male,36-45,Transfer
TXN11412,2023-02-10,Lagos-Island,Beverages,Lucozade Boost,5190,1,5190,4072,1118.0,Female,26-35,POS/Card
TXN15964,2023-06-24,Ikeja,Baby Products,Baby Oil (Johnson 300ml),12720,8,101760,72040,29720.0,Male,46-55,Mobile Money (OPay/Palmpay)
TXN11834,2023-02-27,Ikeja,Beverages,Chi Exotic Juice (1L),3870,10,38700,29344,9356.0,Female,26-35,Mobile Money (OPay/Palmpay)
TXN15698,2024-03-09,Ikorodu,Frozen & Dairy,Turkey Wings (1kg),2550,1,2550,2053,497.0,Male,36-45,Transfer
TXN10027,2023-09-25,Abuja-Garki,Grains & Staples,Beans (2kg),3070,1,3070,2508,562.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN14173,2023-11-01,Owerri,Fresh Produce,Carrot (500g),2450,2,4900,3438,1462.0,Male,18-25,POS/Card
TXN16525,2024-06-16,Port Harcourt,Grains & Staples,Indomie Noodles (40 pack),640,2,1280,969,311.0,Female,36-45,POS/Card
TXN13897,2024-05-13,Abuja-Wuse,Household & Cleaning,Air Freshener (Glade),4670,1,4670,3254,1416.0,Female,26-35,Cash
TXN15590,2024-01-17,Owerri,Grains & Staples,Beans (2kg),6810,8,54480,42564,11916.0,Female,55+,Transfer
TXN14919,2023-08-09,Ikeja,Grains & Staples,Semovita (2kg),3180,4,12720,9504,3216.0,Female,46-55,Cash
TXN16230,2024-02-17,Enugu,Baby Products,Baby Rash Cream,9600,1,9600,6906,2694.0,Female,36-45,Cash
TXN16934,2024-01-25,Port Harcourt,Frozen & Dairy,Peak Evaporated Milk (tin),8470,3,25410,20153,5257.0,Male,26-35,POS/Card
TXN11213,2023-02-22,Port Harcourt,Beverages,Malt Drink (33cl x 24),2150,2,4300,3250,1050.0,Female,18-25,POS/Card
TXN16618,2023-07-18,Lagos-Island,Baby Products,Baby Oil (Johnson 300ml),11540,1,11540,8432,3108.0,Male,26-35,POS/Card
TXN13117,2024-05-05,Port Harcourt,Beverages,Peak Milk (400g),3470,3,10410,8120,2290.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN10108,2024-04-10,Lekki,Fresh Produce,Ugu Leaves,4100,3,12300,8277,4023.0,Male,26-35,Mobile Money (OPay/Palmpay)
TXN11092,2024-02-23,Lekki,Household & Cleaning,Dettol Antiseptic (750ml),7310,2,14620,9676,4944.0,Male,26-35,POS/Card
TXN12032,2023-06-05,Ikeja,Frozen & Dairy,Frozen Chicken (1kg),12580,1,12580,9696,2884.0,Male,46-55,Transfer
TXN12707,2023-03-29,Lagos-Island,Snacks & Confectionery,Chivita Fruit Drink,5590,3,16770,11479,5291.0,Female,18-25,POS/Card
TXN16130,2024-05-16,Lekki,Fresh Produce,Pepper (mixed 500g),4240,3,12720,9624,3096.0,Female,26-35,POS/Card
TXN13518,2023-02-17,Enugu,Frozen & Dairy,Sausage Roll (5 pack),9920,3,29760,22340,7420.0,Female,55+,POS/Card
TXN15632,2023-12-17,Enugu,Frozen & Dairy,Prawn (500g),8370,3,25110,20560,4550.0,Female,46-55,Cash
TXN12609,2023-07-12,Enugu,Beverages,Malt Drink (33cl x 24),3320,2,6640,5269,1371.0,Female,,POS/Card
TXN13793,2024-05-06,Lekki,Frozen & Dairy,Egg Crate (30 eggs),11030,3,33090,25224,7866.0,Female,26-35,Mobile Money (OPay/Palmpay)
TXN12048,2023-10-13,Ikorodu,Household & Cleaning,Dustbin (medium),3180,1,3180,2085,1095.0,Male,26-35,Cash
TXN16793,2023-03-06,Enugu,Household & Cleaning,Morning Fresh Dishwash,4080,2,8160,5449,2711.0,Female,26-35,Cash
TXN16839,2024-02-06,Owerri,Personal Care,Always Pad (night),2250,4,9000,5724,3276.0,Male,46-55,POS/Card
TXN15192,2024-03-19,Abuja-Garki,Fresh Produce,Yam (tuber),3660,10,36600,28164,8436.0,Female,36-45,POS/Card
TXN15976,2024-06-23,Lekki,Frozen & Dairy,Prawn (500g),11170,1,11170,8427,2743.0,Female,18-25,POS/Card
TXN16979,2023-11-13,Lekki,Baby Products,Cow & Gate Formula (400g),8790,6,52740,37426,15314.0,Female,26-35,Transfer
TXN11376,2023-06-05,Ikeja,Fresh Produce,Yam (tuber),3710,1,3710,2577,1133.0,Female,26-35,POS/Card
TXN17310,2023-07-05,Ibadan,Baby Products,Baby Rash Cream,3320,1,3320,2440,880.0,Male,26-35,Transfer
TXN13263,2023-09-29,Port Harcourt,Baby Products,Baby Oil (Johnson 300ml),2180,2,4360,3077,1283.0,Male,26-35,Transfer
TXN12818,2023-10-07,Ikorodu,Beverages,Malta Guinness (35cl),1320,1,1320,985,335.0,Male,46-55,Transfer
TXN11069,2023-10-01,Ibadan,Grains & Staples,Spaghetti (500g),4160,1,4160,3309,851.0,Male,55+,Cash
TXN15291,2023-02-26,Ikeja,Frozen & Dairy,Lactose Cheese Slice,6550,1,6550,5288,1262.0,Female,46-55,Transfer
TXN11759,2023-04-30,Ikeja,Fresh Produce,Ugu Leaves,1170,5,5850,4495,1355.0,Female,26-35,POS/Card
TXN17287,2023-05-23,Ikeja,Household & Cleaning,Mopping Stick,1270,1,1270,827,443.0,Female,36-45,Transfer
TXN10386,2023-06-14,Abuja-Wuse,Baby Products,Cow & Gate Formula (400g),5070,5,25350,17769,7581.0,Male,36-45,Cash
TXN11903,2023-07-15,Surulere,Snacks & Confectionery,Tom Tom Candy (pack),1360,1,1360,918,442.0,Male,26-35,Cash
TXN14786,2023-03-05,Ibadan,Grains & Staples,Cornflakes (500g),1980,1,1980,1500,480.0,Female,55+,Transfer
TXN10675,2023-01-30,Abuja-Wuse,Beverages,Malta Guinness (35cl),7470,2,14940,10989,3951.0,Male,36-45,Transfer
TXN11335,2024-05-01,Lagos-Island,Beverages,Peak Milk (400g),3680,1,3680,2649,1031.0,Male,46-55,POS/Card
TXN14584,2023-03-21,Owerri,Frozen & Dairy,Catfish Fillet (500g),3570,12,42840,35714,7126.0,Female,26-35,POS/Card
TXN13223,2024-05-16,Ikeja,Snacks & Confectionery,Digestive Biscuit,3710,5,18550,12923,5627.0,Male,26-35,Cash
TXN16412,2023-08-12,Abuja-Wuse,Baby Products,Cerelac (500g),5790,8,46320,34091,12229.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN12802,2023-01-08,Enugu,Fresh Produce,Tomatoes (1kg),2870,1,2870,2086,784.0,Female,46-55,POS/Card
TXN13211,2023-06-08,Lagos-Island,Grains & Staples,Semovita (2kg),9380,3,28140,21840,6300.0,Male,46-55,POS/Card
TXN14315,2024-05-26,Enugu,Frozen & Dairy,Catfish Fillet (500g),1200,1,1200,1020,180.0,Female,55+,Mobile Money (OPay/Palmpay)
TXN14561,2023-10-09,Owerri,Beverages,Hollandia Yogurt (1L),6350,2,12700,10089,2611.0,Female,46-55,Transfer
TXN16528,2024-01-26,Port Harcourt,Fresh Produce,Ugu Leaves,790,1,790,559,231.0,Female,18-25,POS/Card
TXN10152,2023-03-29,Lekki,Personal Care,ORS Hair Relaxer,2530,8,20240,13674,6566.0,Female,26-35,Cash
TXN14008,2023-09-05,Enugu,Personal Care,Vaseline Lotion (400ml),7770,2,15540,10027,5513.0,Male,26-35,POS/Card
TXN13889,2023-02-20,Abuja-Garki,Household & Cleaning,Ariel Detergent (2kg),6150,2,12300,8729,3571.0,Male,55+,POS/Card
TXN16969,2023-09-05,Lekki,Baby Products,Teething Ring,8870,3,26610,18823,7787.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN13763,2023-09-09,Kano,Snacks & Confectionery,Coconut Chips,540,2,1080,668,412.0,Male,18-25,Transfer
TXN15442,2023-04-23,Abuja-Wuse,Fresh Produce,Watermelon,980,2,1960,1395,565.0,Male,26-35,Transfer
TXN13854,2023-11-30,Surulere,Personal Care,Nivea Deodorant,6070,10,60700,40755,19945.0,Female,18-25,Transfer
TXN15737,2024-02-06,Ikeja,Fresh Produce,Yam (tuber),1410,1,1410,1031,379.0,Female,46-55,POS/Card
TXN13845,2023-10-17,Abuja-Wuse,Grains & Staples,Beans (2kg),2900,2,5800,4268,1532.0,Male,26-35,POS/Card
TXN13477,2023-01-04,Lagos-Island,Baby Products,Cow & Gate Formula (400g),3510,2,7020,5397,1623.0,Female,36-45,Cash
TXN15244,2023-04-11,Enugu,Personal Care,Dettol Soap (6 pack),1790,6,10740,6952,3788.0,Male,26-35,Cash
TXN13129,2024-04-12,Ikeja,Personal Care,Oral-B Toothbrush,9640,6,57840,38308,19532.0,Female,26-35,Cash
TXN16453,2023-10-16,Abuja-Garki,Fresh Produce,Onions (1kg),3900,1,3900,2877,1023.0,Male,26-35,Cash
TXN15637,2023-06-14,Lagos-Island,Beverages,Lucozade Boost,4110,3,12330,9200,3130.0,Female,26-35,Transfer
TXN14874,2023-03-23,Ikeja,Grains & Staples,Cornflakes (500g),4560,1,4560,3592,968.0,Male,36-45,Transfer
TXN11260,2023-01-18,Abuja-Wuse,Grains & Staples,Beans (2kg),6250,3,18750,15278,3472.0,Female,36-45,Transfer
TXN13632,2023-12-11,Abuja-Garki,Grains & Staples,Garri (5kg),7190,1,7190,5412,1778.0,Female,55+,POS/Card
TXN14858,2023-08-08,Lagos-Island,Beverages,Nestle Water (75cl x 12),8400,1,8400,6571,1829.0,Female,26-35,POS/Card
TXN14578,2023-04-24,Enugu,Frozen & Dairy,Frozen Chicken (1kg),6360,2,12720,10290,2430.0,Female,55+,Cash
TXN12705,2024-01-02,Ikeja,Frozen & Dairy,Egg Crate (30 eggs),7230,5,36150,28517,7633.0,Female,36-45,Cash
TXN14679,2024-01-02,Enugu,Snacks & Confectionery,Shortbread Cookies,3620,1,3620,2500,1120.0,Female,,POS/Card
TXN12632,2023-12-13,Ikeja,Fresh Produce,Pawpaw,2330,8,18640,13074,5566.0,Male,36-45,Cash
TXN14529,2023-09-22,Ikeja,Grains & Staples,Oat Meal (1kg),5980,4,23920,18729,5191.0,Female,26-35,POS/Card
TXN11117,2024-06-15,Enugu,Grains & Staples,Spaghetti (500g),1870,12,22440,16744,5696.0,Male,36-45,Cash
TXN14126,2024-06-03,Abuja-Wuse,Beverages,Lucozade Boost,4320,2,8640,6823,1817.0,Female,55+,POS/Card
TXN15043,2023-02-26,Lekki,Baby Products,Baby Oil (Johnson 300ml),17500,6,105000,77959,27041.0,Female,26-35,Transfer
TXN16417,2023-03-01,Kano,Beverages,Bournvita (500g),3670,1,3670,2799,871.0,Male,55+,Cash
TXN10433,2024-05-21,Lagos-Island,Household & Cleaning,Toilet Roll (12 pack),7940,8,63520,44349,19171.0,Male,46-55,POS/Card
TXN16436,2024-01-09,Abuja-Garki,Household & Cleaning,Morning Fresh Dishwash,3020,6,18120,11995,6125.0,Female,18-25,POS/Card
TXN11001,2023-10-09,Ibadan,Beverages,Malt Drink (33cl x 24),3650,1,3650,2801,849.0,Male,36-45,Cash
